,chembl_id,standardized_smiles,wd_consensus_1,wd_chembl,wd_withdrawn,wd_drugbank,atc_code,name
0,CHEMBL2111100,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)C(C)NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC1C(O)C(CO)OC(O)C1NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC,0,0.0,None,0,None,MIFAMURTIDE
1,CHEMBL41355,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,0,0.0,None,0,N03AX21,EZOGABINE
2,CHEMBL409153,CC(c1nc(-c2ccc(C#N)cc2)cs1)C(O)(Cn1cncn1)c1cc(F)ccc1F,0,0.0,None,0,J02AC05,ISAVUCONAZOLE
3,CHEMBL4094358,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,0,None,None,0,None,CHEMBL4094358
4,CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,0,0.0,None,0,N06AB03,FLUOXETINE
5,CHEMBL4101807,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,0,0.0,None,0,None,VOXELOTOR
6,CHEMBL41286,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,0,0.0,None,0,M01AX21,DIACEREIN
7,CHEMBL413,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,0,0.0,None,0,"L04AA10, S01XA23",SIROLIMUS
8,CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0,0.0,None,0,N06AA04,CLOMIPRAMINE
9,CHEMBL4073796,O=S(=O)(O)OC1C(O)COC(OC2COC(O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C1OS(=O)(=O)O,0,None,None,0,None,CHEMBL4073796
10,CHEMBL415606,CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1cccnc1)C(=O)NC(CO)C(=O)NC(Cc1ccc(NC(=O)C2CC(=O)NC(=O)N2)cc1)C(=O)NC(Cc1ccc(NC(N)=O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,0,0.0,None,0,L02BX02,DEGARELIX
11,CHEMBL416,COc1c2occc2cc2ccc(=O)oc12,0,0.0,None,0,"D05AD02, D05BA02",METHOXSALEN
12,CHEMBL416146,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,0,0.0,None,0,M01AH05,ETORICOXIB
13,CHEMBL416956,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,0,0.0,None,0,P01BC02,MEFLOQUINE
14,CHEMBL417,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,0,0.0,None,0,L01DB03,EPIRUBICIN
15,CHEMBL4173394,CCOc1ccc(Nc2ccc(C(=C3C=CC(=[N+](CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)O)c4)cc3C)cc2)cc1,0,0.0,None,0,None,BRILLIANT BLUE G
16,CHEMBL408513,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,0,0.0,None,0,L01XH04,BELINOSTAT
17,CHEMBL407,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0,0.0,None,0,V03AB25,FLUMAZENIL
18,CHEMBL420,NC(N)=NN=Cc1c(Cl)cccc1Cl,0,0.0,None,0,None,GUANABENZ
19,CHEMBL3989974,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CSC12)c1csc(N)n1)C(=O)O,0,0.0,None,0,J01DI04,CEFIDEROCOL
20,CHEMBL3989868,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,0,0.0,None,0,L01EH03,TUCATINIB
21,CHEMBL3989908,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,0,0.0,None,0,L01XX59,ENASIDENIB
22,CHEMBL3989917,Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)([O-])O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0,0.0,None,0,None,FOSNETUPITANT
23,CHEMBL3989944,COC(=O)C=CC(=O)OCCN1C(=O)CCC1=O,0,0.0,None,0,None,DIROXIMEL FUMARATE
24,CHEMBL3989949,NC(=O)OC(Cn1ncnn1)c1ccccc1Cl,0,0.0,None,0,N03AX25,CENOBAMATE
25,CHEMBL3989958,N#Cc1ccnc(N2C(=O)CCC2C(=O)N(c2cncc(F)c2)C(C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,0,0.0,None,0,L01XX62,IVOSIDENIB
26,CHEMBL3990047,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,0,0.0,None,0,D06AX14,OZENOXACIN
27,CHEMBL4065616,CCC(CC)COC(=O)C(C)NP(=O)(OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)Oc1ccccc1,0,None,None,0,None,REMDESIVIR
28,CHEMBL403664,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1,0,0.0,None,0,L01DC01,BLEOMYCIN
29,CHEMBL403741,Nc1ccc(N)cc1,0,None,None,0,None,CHEMBL403741
30,CHEMBL404,CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,0,0.0,None,0,J01CG02,TAZOBACTAM
31,CHEMBL404422,CCCCC1(CC)C(=O)NC(=O)NC1=O,0,0.0,None,0,N05CA03,BUTETHAL
32,CHEMBL405110,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,0,None,None,0,None,METHYLTHIONINIUM CHLORIDE
33,CHEMBL406393,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,0,0.0,None,0,D11AX24,DEOXYCHOLIC ACID
34,CHEMBL419,NCc1ccc(S(N)(=O)=O)cc1,0,0.0,None,0,D06BA03,MAFENIDE
35,CHEMBL421,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,0,0.0,None,0,A07EC01,SULFASALAZINE
36,CHEMBL439,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,0,0.0,None,0,J01EC02,SULFADIAZINE
37,CHEMBL431,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,0,0.0,None,0,C09AA11,SPIRAPRIL
38,CHEMBL4297654,N=C(N)NC(=N)N,0,None,None,0,None,BIGUANIDE
39,CHEMBL429910,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,0,0.0,None,0,A10BK01,DAPAGLIFLOZIN
40,CHEMBL43,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,0,0.0,None,0,L01XX01,AMSACRINE
41,CHEMBL430,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,0,0.0,None,0,J01MA15,GEMIFLOXACIN
42,CHEMBL43064,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0,0.0,None,0,"N07CA02, N07CA52",CINNARIZINE
43,CHEMBL43068,CC(C)C(N)C(=O)O,0,None,None,0,None,VALINE
44,CHEMBL431770,CCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,0,0.0,None,0,N04CX01,ISTRADEFYLLINE
45,CHEMBL4297597,COC1(C(=O)NC(C)c2ccc(-n3cc(F)cn3)nc2)CCC(c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,0,None,None,0,None,CHEMBL4297597
46,CHEMBL433,CCCC(CCC)C(=O)O,0,None,None,0,N03AG01,VALPROATE SODIUM
47,CHEMBL434,CC(C)NCC(O)c1ccc(O)c(O)c1,0,0.0,None,0,"C01CA02, R03AB02, R03CB01, R03CB51",ISOPROTERENOL
48,CHEMBL434394,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,0,0.0,None,0,C07AB12,NEBIVOLOL
49,CHEMBL43452,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0,0.0,None,0,L04AX06,POMALIDOMIDE
50,CHEMBL435,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,0,0.0,None,0,"C03AA03, C03AX01",HYDROCHLOROTHIAZIDE
51,CHEMBL437765,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0,0.0,None,0,"A07AA13, D06AX15, J04AB03, S01AA16, S02AA12",RIFAMYCIN
52,CHEMBL4297620,NC(=O)OCC(N)Cc1ccccc1,0,0.0,None,0,N06BA14,SOLRIAMFETOL
53,CHEMBL4297528,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,0,0.0,None,0,M09AX10,RISDIPLAM
54,CHEMBL4216467,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,0,0.0,None,0,L01EX19,RIPRETINIB
55,CHEMBL428880,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,0,0.0,None,0,"A07EB01, D11AH03, R01AC01, R03BC01, S01GX01, R01AC51, S01GX51",CROMOLYN
56,CHEMBL422,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0,0.0,None,0,N05AB06,TRIFLUOPERAZINE
57,CHEMBL424,C(=O)(c1c(O)cccc1)O,0,0.0,None,0,"D01AE12, S01BC08",SALICYLIC ACID
58,CHEMBL425,O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,0,0.0,None,0,A07EC03,OLSALAZINE
59,CHEMBL427,CN(CCCl)CCCl,0,0.0,None,0,L01AA05,MECHLORETHAMINE
60,CHEMBL42710,C=CCc1ccc(O)c(OC)c1,0,None,None,0,None,EUGENOL
61,CHEMBL427216,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,0,0.0,None,0,A10BB09,GLICLAZIDE
62,CHEMBL4297065,CCC1CCCC(OC2CCC(N(C)C)C(C)O2)C(C)C(=O)C2=CC3C(C=CC4CC(OC5OC(C)C(OC)C(OC)C5OC)CC43)C2CC(=O)O1,0,None,None,0,None,SPINOSAD
63,CHEMBL4297526,COC(=O)CCC1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,0,0.0,None,0,N05CD14,REMIMAZOLAM
64,CHEMBL4297185,CC(Cn1ccc(-c2ccc(C#N)c(Cl)c2)n1)NC(=O)c1cc(C(C)O)[nH]n1,0,0.0,None,0,L02BB06,DAROLUTAMIDE
65,CHEMBL4297264,C1=Cc2ccccc2NN=C1,0,None,None,0,None,BENZODIAZEPINE
66,CHEMBL4297503,COC(=O)OCOc1c2n(ccc1=O)N(C1c3ccccc3SCc3c1ccc(F)c3F)C1COCCN1C2=O,0,0.0,None,0,J05AX25,BALOXAVIR MARBOXIL
67,CHEMBL4297512,O=CC(O)C(O)C(CO)OC1OC(CO)C(O)C(O)C1O,0,None,None,0,None,GAXILOSE
68,CHEMBL4297516,COc1ccc2[nH]c3c(c2c1)CCNC31CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,0,0.0,None,0,L01XX69,LURBINECTEDIN
69,CHEMBL4297522,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,0,0.0,None,0,L01EX20,PEMIGATINIB
70,CHEMBL3989866,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1C3CCC(C3)OC1C2,0,0.0,None,0,None,BICTEGRAVIR
71,CHEMBL3989529,C(=O)(O)CCCCCCCC=CCCCCCCCC,0,0.0,None,0,C05BB01,ETHANOLAMINE OLEATE
72,CHEMBL3989523,N=C(N)NCc1cccc([123I])c1,0,0.0,None,0,V09IX01,IOBENGUANE SULFATE I 123
73,CHEMBL354541,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,0,0.0,None,0,C10AX12,LOMITAPIDE
74,CHEMBL3545185,O=C(C=Cn1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,0,0.0,None,0,L01XX66,SELINEXOR
75,CHEMBL3545253,[18F]c1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,0,0.0,None,0,None,FLORTAUCIPIR F 18
76,CHEMBL3545311,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,0,0.0,None,0,L01ED04,BRIGATINIB
77,CHEMBL3545363,CC(C)(C)C1NC(=O)OC2CCCC2OCC=CC(F)(F)c2nc3ccccc3nc2OC2CC(C(=O)NC3(C(=O)NS(=O)(=O)C4(C)CC4)CC3C(F)F)N(C2)C1=O,0,0.0,None,0,None,GLECAPREVIR
78,CHEMBL3545367,Cc1ncc(OCC2(c3cccc(F)c3)CC2C(=O)Nc2ccc(F)cn2)c(C)n1,0,0.0,None,0,None,LEMBOREXANT
79,CHEMBL3545376,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,0,0.0,None,0,L01EX16,ERDAFITINIB
80,CHEMBL35505,NNc1nnc(NN)c2ccccc12,0,None,None,0,C02DB01,DIHYDRALAZINE
81,CHEMBL3545110,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,0,0.0,None,0,L01EF02,RIBOCICLIB
82,CHEMBL3590187,CCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,0,0.0,None,0,None,CLASCOTERONE
83,CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0,0.0,None,0,"P01BD01, P01BD51",PYRIMETHAMINE
84,CHEMBL360328,CC1CNCCc2ccc(Cl)cc21,0,0.0,None,0,A08AA11,LORCASERIN
85,CHEMBL361497,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,0,0.0,None,0,P01BE03,ARTESUNATE
86,CHEMBL3622821,CCC1CN(C(=O)NCC(F)(F)F)CC1c1cnc2cnc3[nH]ccc3n12,0,0.0,None,0,L04AA44,UPADACITINIB
87,CHEMBL367149,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,0,None,None,0,None,DOCONEXENT
88,CHEMBL3545184,CC(=O)NC(CSSCC(N)C(=O)O)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(N)=O,0,0.0,None,0,H05BX04,VELCALCETIDE
89,CHEMBL3545062,COCC1CC(c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6nc(C7CCC(C)N7C(=O)C(NC(=O)OC)C(C)C)[nH]c65)cc3-4)[nH]2)N(C(=O)C(NC(=O)OC)c2ccccc2)C1,0,0.0,None,0,None,VELPATASVIR
90,CHEMBL3989517,COC(=O)C1C(c2ccc([123I])cc2)CC2CCC1N2CCCF,0,0.0,None,0,V09AB03,IOFLUPANE I 123
91,CHEMBL346331,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,0,None,None,0,R05DA06,NORMETHADONE
92,CHEMBL3400972,NC(Cc1cc(O)c(O)cc1[18F])C(=O)O,0,0.0,None,0,V09IX05,FLUORODOPA F 18
93,CHEMBL3414621,CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,0,0.0,None,0,None,TAZEMETOSTAT
94,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,0,0.0,None,0,"L01BA01, L04AX03",METHOTREXATE
95,CHEMBL343448,CC=C1NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,0,0.0,None,0,L01XH02,ROMIDEPSIN
96,CHEMBL344159,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,0,0.0,None,0,C03XA01,TOLVAPTAN
97,CHEMBL345714,Cc1cnc(C(=O)O)c[n+]1[O-],0,0.0,None,0,C10AD06,ACIPIMOX
98,CHEMBL346977,CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,0,0.0,None,0,N02CX05,FONAZINE
99,CHEMBL3545057,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,0,0.0,None,0,C01AA01,ACETYLDIGITOXIN
100,CHEMBL349803,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,0,0.0,None,0,C03CA03,PIRETANIDE
101,CHEMBL35,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0,0.0,None,0,C03CA01,FUROSEMIDE
102,CHEMBL350221,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,0,0.0,None,0,N06AX01,OXITRIPTAN
103,CHEMBL352531,O=[N+]([O-])c1ccc(-c2ccccc2)cc1,0,None,None,0,None,CHEMBL352531
104,CHEMBL354077,Nc1ccncc1N,0,0.0,None,0,N07XX05,AMIFAMPRIDINE
105,CHEMBL3544914,CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1CC(O)CO,0,0.0,None,0,None,TEZACAFTOR
106,CHEMBL370143,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,0,0.0,None,0,A07AA06,PAROMOMYCIN
107,CHEMBL3707206,O=P(O)(O)OC(CO)CO,0,None,None,0,A12AA08,CALCIUM GLYCERYLPHOSPHATE
108,CHEMBL3707247,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NCCO)no2)cc1C#N,0,0.0,None,0,L04AA38,OZANIMOD
109,CHEMBL3961037,CC(c1ccccc1)c1ccc(O)cc1O,0,None,None,0,None,CHEMBL3961037
110,CHEMBL38827,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1,0,0.0,None,0,None,LUMEFANTRINE
111,CHEMBL3889654,O=C(Nc1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12)N1CCC(O)C1,0,0.0,None,0,L01EX12,LAROTRECTINIB
112,CHEMBL389621,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,0,0.0,None,0,"A01AC03, A07EA02, C05AA01, D07AA02, D07XA01, H02AB09, S01BA02, S01CB03, S02BA01, R01AD60",HYDROCORTISONE
113,CHEMBL3936761,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,0,0.0,None,0,L01EL03,ZANUBRUTINIB
114,CHEMBL395091,CNC1(c2ccccc2Cl)CCCCC1=O,0,0.0,None,0,"N01AX14, N06AX27",ESKETAMINE
115,CHEMBL395280,CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,0,None,None,0,None,CHEMBL395280
116,CHEMBL396416,NC(CSCC(=O)O)C(=O)O,0,0.0,None,0,R05CB03,CARBOCYSTEINE
117,CHEMBL3707313,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,0,0.0,None,0,D10AD06,TRIFAROTENE
118,CHEMBL396778,CC(NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,0,0.0,None,0,N04BD03,SAFINAMIDE
119,CHEMBL397420,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,0,0.0,None,0,B01AA07,ACENOCOUMAROL
120,CHEMBL397976,O=C1CCC(C(=O)O)N1,0,None,None,0,None,PIDOLIC ACID
121,CHEMBL398435,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,0,0.0,None,0,B01AC24,TICAGRELOR
122,CHEMBL398440,Cc1cc(O)cc(C)c1Cl,0,0.0,None,0,D08AE05,CHLOROXYLENOL
123,CHEMBL398880,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,0,None,None,0,N05AC04,PIPOTIAZINE
124,CHEMBL387675,CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(C)CC(=O)O)C(=O)NC(CC(=O)c2ccccc2N)C(=O)OC1C,0,None,None,0,J01XX09,DAPTOMYCIN
125,CHEMBL386630,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,0,0.0,None,0,G03BA03,TESTOSTERONE
126,CHEMBL385517,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,0,0.0,None,0,A10BH03,SAXAGLIPTIN
127,CHEMBL383634,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,0,0.0,None,0,A10BB08,GLIQUIDONE
128,CHEMBL3833319,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,0,0.0,None,0,R03BB08,REVEFENACIN
129,CHEMBL3813873,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,0,0.0,None,0,L01EX15,PEXIDARTINIB
130,CHEMBL379845,COC(=O)c1cccnc1,0,0.0,None,0,"C04AC01, C10AD02",METHYL NICOTINATE
131,CHEMBL376488,COc1nc2ccc(Br)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,0,0.0,None,0,J04AK05,BEDAQUILINE
132,CHEMBL376359,Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2ccccc2C#N)c1=O,0,0.0,None,0,A10BH04,ALOGLIPTIN
133,CHEMBL374975,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O,0,0.0,None,0,"D06AX01, D09AA02, J01XC01, S01AA13",FUSIDIC ACID
134,CHEMBL374731,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,0,0.0,None,0,J05AF11,TELBIVUDINE
135,CHEMBL374478,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0,0.0,None,0,J04AB02,RIFAMPIN
136,CHEMBL373742,N=C(N)NCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,0,None,None,0,None,VASOPRESSIN
137,CHEMBL373081,CNCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0,None,None,0,S01AA22,MICRONOMICIN
138,CHEMBL372795,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,0,0.0,None,0,"A07AA04, J01GA01, A07AA54",STREPTOMYCIN
139,CHEMBL370805,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,0,0.0,None,0,"N01BC01, S02DA02, S01HA01, R02AD03",COCAINE
140,CHEMBL3707348,CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,0,0.0,None,0,L01EL02,ACALABRUTINIB
141,CHEMBL438,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0,0.0,None,0,"D06BA06, J01ED07",SULFAMERAZINE
142,CHEMBL439849,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,0,0.0,None,0,N06AX24,VILAZODONE
143,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0,0.0,None,0,L01EB04,OSIMERTINIB
144,CHEMBL507674,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,0,0.0,None,0,J01DD12,CEFOPERAZONE
145,CHEMBL503,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0,0.0,None,0,C10AA02,LOVASTATIN
146,CHEMBL504,C[S+](C)[O-],0,0.0,None,0,"G04BX13, M02AX03",DIMETHYL SULFOXIDE
147,CHEMBL504760,CC12CCC(CC1=O)C2(C)C,0,0.0,None,0,C01EB02,CAMPHOR
148,CHEMBL505,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,0,0.0,None,0,"R06AB04, R06AB54",CHLORPHENIRAMINE
149,CHEMBL506,COc1cc(NC(C)CCCN)c2ncccc2c1,0,0.0,None,0,P01BA03,PRIMAQUINE
150,CHEMBL506110,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C,0,0.0,None,0,J01CR04,SULTAMICILLIN
